pass_,arm,cell,treatment,round,event,value
A,control,f7_n10000_bound_neutral,MakeConstraint,3,cycles:u,2900225054
A,control,f7_n10000_bound_neutral,MakeConstraint,3,branch-misses:u,1776588
A,control,f7_n10000_bound_neutral,MakeConstraint,3,L1-icache-load-misses:u,402926
A,control,f7_n10000_bound_neutral,MakeConstraint,3,elapsed_s,0.967175459
A,control,f7_n10000_bound_neutral,MakeConstraint,4,instructions:u,7033689781
A,control,f7_n10000_bound_neutral,MakeConstraint,4,branches:u,1248605324
A,control,f7_n10000_bound_neutral,MakeConstraint,4,cycles:u,2904271216
A,control,f7_n10000_bound_neutral,MakeConstraint,4,branch-misses:u,1799763
A,control,f7_n10000_bound_neutral,MakeConstraint,4,L1-icache-load-misses:u,429267
A,control,f7_n10000_bound_neutral,MakeConstraint,4,elapsed_s,0.968108757
A,control,f7_n10000_bound_neutral,MakeConstraint,5,instructions:u,7036607711
A,control,f7_n10000_bound_neutral,MakeConstraint,5,branches:u,1249453170
A,control,f7_n10000_bound_neutral,MakeConstraint,5,cycles:u,2904343550
A,control,f7_n10000_bound_neutral,MakeConstraint,5,branch-misses:u,1787042
A,control,f7_n10000_bound_neutral,MakeConstraint,5,L1-icache-load-misses:u,442291
A,control,f7_n10000_bound_neutral,MakeConstraint,5,elapsed_s,0.96748318
A,control,f7_n10000_bound_neutral,MakeParameter,1,instructions:u,8793808914
A,control,f7_n10000_bound_neutral,MakeParameter,1,branches:u,1759567812
A,control,f7_n10000_bound_neutral,MakeParameter,1,cycles:u,4135344242
A,control,f7_n10000_bound_neutral,MakeParameter,1,branch-misses:u,1800988
A,control,f7_n10000_bound_neutral,MakeParameter,1,L1-icache-load-misses:u,436348
A,control,f7_n10000_bound_neutral,MakeParameter,1,elapsed_s,1.33379875
A,control,f7_n10000_bound_neutral,MakeParameter,2,instructions:u,8795002399
A,control,f7_n10000_bound_neutral,MakeParameter,2,branches:u,1759914300
A,control,f7_n10000_bound_neutral,MakeParameter,2,cycles:u,4138719072
A,control,f7_n10000_bound_neutral,MakeParameter,2,branch-misses:u,1781717
A,control,f7_n10000_bound_neutral,MakeParameter,2,L1-icache-load-misses:u,416603
A,control,f7_n10000_bound_neutral,MakeParameter,2,elapsed_s,1.336273759
A,control,f7_n10000_bound_neutral,MakeParameter,3,instructions:u,8797045011
A,control,f7_n10000_bound_neutral,MakeParameter,3,branches:u,1760507318
A,control,f7_n10000_bound_neutral,MakeParameter,3,cycles:u,4138598745
A,control,f7_n10000_bound_neutral,MakeParameter,3,branch-misses:u,1772064
A,control,f7_n10000_bound_neutral,MakeParameter,3,L1-icache-load-misses:u,425158
A,control,f7_n10000_bound_neutral,MakeParameter,3,elapsed_s,1.334802816
A,control,f7_n10000_bound_neutral,MakeParameter,4,instructions:u,8789977817
A,control,f7_n10000_bound_neutral,MakeParameter,4,branches:u,1758455549
A,control,f7_n10000_bound_neutral,MakeParameter,4,cycles:u,4134529437
A,control,f7_n10000_bound_neutral,MakeParameter,4,branch-misses:u,1788836
A,control,f7_n10000_bound_neutral,MakeParameter,4,L1-icache-load-misses:u,434897
A,control,f7_n10000_bound_neutral,MakeParameter,4,elapsed_s,1.33425106
A,control,f7_n10000_bound_neutral,MakeParameter,5,instructions:u,8787369657
A,control,f7_n10000_bound_neutral,MakeParameter,5,branches:u,1757698352
A,control,f7_n10000_bound_neutral,MakeParameter,5,cycles:u,4135825914
A,control,f7_n10000_bound_neutral,MakeParameter,5,branch-misses:u,1795350
A,control,f7_n10000_bound_neutral,MakeParameter,5,L1-icache-load-misses:u,423049
A,control,f7_n10000_bound_neutral,MakeParameter,5,elapsed_s,1.334804607
A,control,f7_n10000_bound_neutral,RelaxBounds,1,instructions:u,7009515331
A,control,f7_n10000_bound_neutral,RelaxBounds,1,branches:u,1241546850
A,control,f7_n10000_bound_neutral,RelaxBounds,1,cycles:u,2885201102
A,control,f7_n10000_bound_neutral,RelaxBounds,1,branch-misses:u,1786790
A,control,f7_n10000_bound_neutral,RelaxBounds,1,L1-icache-load-misses:u,422349
A,control,f7_n10000_bound_neutral,RelaxBounds,1,elapsed_s,0.959419986
A,control,f7_n10000_bound_neutral,RelaxBounds,2,instructions:u,7004581041
A,control,f7_n10000_bound_neutral,RelaxBounds,2,branches:u,1240114303
A,control,f7_n10000_bound_neutral,RelaxBounds,2,cycles:u,2880053155
A,control,f7_n10000_bound_neutral,RelaxBounds,2,branch-misses:u,1765206
A,control,f7_n10000_bound_neutral,RelaxBounds,2,L1-icache-load-misses:u,419456
A,control,f7_n10000_bound_neutral,RelaxBounds,2,elapsed_s,0.95879903
A,control,f7_n10000_bound_neutral,RelaxBounds,3,instructions:u,7007259196
A,control,f7_n10000_bound_neutral,RelaxBounds,3,branches:u,1240891832
A,control,f7_n10000_bound_neutral,RelaxBounds,3,cycles:u,2881854269
A,control,f7_n10000_bound_neutral,RelaxBounds,3,branch-misses:u,1782239
A,control,f7_n10000_bound_neutral,RelaxBounds,3,L1-icache-load-misses:u,427912
A,control,f7_n10000_bound_neutral,RelaxBounds,3,elapsed_s,0.958897329
A,control,f7_n10000_bound_neutral,RelaxBounds,4,instructions:u,7018888386
A,control,f7_n10000_bound_neutral,RelaxBounds,4,branches:u,1244268054
A,control,f7_n10000_bound_neutral,RelaxBounds,4,cycles:u,2903383542
A,control,f7_n10000_bound_neutral,RelaxBounds,4,branch-misses:u,1803134
A,control,f7_n10000_bound_neutral,RelaxBounds,4,L1-icache-load-misses:u,430049
A,control,f7_n10000_bound_neutral,RelaxBounds,4,elapsed_s,0.969316761
A,control,f7_n10000_bound_neutral,RelaxBounds,5,instructions:u,7036588016
A,control,f7_n10000_bound_neutral,RelaxBounds,5,branches:u,1249406658
A,control,f7_n10000_bound_neutral,RelaxBounds,5,cycles:u,2904502378
A,control,f7_n10000_bound_neutral,RelaxBounds,5,branch-misses:u,1774322
A,control,f7_n10000_bound_neutral,RelaxBounds,5,L1-icache-load-misses:u,420800
A,control,f7_n10000_bound_neutral,RelaxBounds,5,elapsed_s,0.968296897
A,control,f7_n1000_bound_physics,MakeConstraint,1,instructions:u,4749120390
A,control,f7_n1000_bound_physics,MakeConstraint,1,branches:u,1329731901
A,control,f7_n1000_bound_physics,MakeConstraint,1,cycles:u,3213185104
A,control,f7_n1000_bound_physics,MakeConstraint,1,branch-misses:u,240337
A,control,f7_n1000_bound_physics,MakeConstraint,1,L1-icache-load-misses:u,31588
A,control,f7_n1000_bound_physics,MakeConstraint,1,elapsed_s,0.969370858
A,control,f7_n1000_bound_physics,MakeConstraint,2,instructions:u,4749764564
A,control,f7_n1000_bound_physics,MakeConstraint,2,branches:u,1329918647
A,control,f7_n1000_bound_physics,MakeConstraint,2,cycles:u,3210988308
A,control,f7_n1000_bound_physics,MakeConstraint,2,branch-misses:u,236996
A,control,f7_n1000_bound_physics,MakeConstraint,2,L1-icache-load-misses:u,29174
A,control,f7_n1000_bound_physics,MakeConstraint,2,elapsed_s,0.969052409
A,control,f7_n1000_bound_physics,MakeConstraint,3,instructions:u,4748772662
A,control,f7_n1000_bound_physics,MakeConstraint,3,branches:u,1329630776
A,control,f7_n1000_bound_physics,MakeConstraint,3,cycles:u,3210725647
A,control,f7_n1000_bound_physics,MakeConstraint,3,branch-misses:u,236902
A,control,f7_n1000_bound_physics,MakeConstraint,3,L1-icache-load-misses:u,29478
A,control,f7_n1000_bound_physics,MakeConstraint,3,elapsed_s,0.96897994
A,control,f7_n1000_bound_physics,MakeConstraint,4,instructions:u,4752995734
A,control,f7_n1000_bound_physics,MakeConstraint,4,branches:u,1330856825
A,control,f7_n1000_bound_physics,MakeConstraint,4,cycles:u,3212644075
A,control,f7_n1000_bound_physics,MakeConstraint,4,branch-misses:u,237800
A,control,f7_n1000_bound_physics,MakeConstraint,4,L1-icache-load-misses:u,30905
A,control,f7_n1000_bound_physics,MakeConstraint,4,elapsed_s,0.969113242
A,control,f7_n1000_bound_physics,MakeConstraint,5,instructions:u,4758264850
A,control,f7_n1000_bound_physics,MakeConstraint,5,branches:u,1332386606
A,control,f7_n1000_bound_physics,MakeConstraint,5,cycles:u,3216175123
A,control,f7_n1000_bound_physics,MakeConstraint,5,branch-misses:u,240717
A,control,f7_n1000_bound_physics,MakeConstraint,5,L1-icache-load-misses:u,31073
A,control,f7_n1000_bound_physics,MakeConstraint,5,elapsed_s,0.970552876
A,control,f7_n1000_bound_physics,MakeParameter,1,instructions:u,4200141213
A,control,f7_n1000_bound_physics,MakeParameter,1,branches:u,1170350602
A,control,f7_n1000_bound_physics,MakeParameter,1,cycles:u,2823857333
A,control,f7_n1000_bound_physics,MakeParameter,1,branch-misses:u,237778
A,control,f7_n1000_bound_physics,MakeParameter,1,L1-icache-load-misses:u,30423
A,control,f7_n1000_bound_physics,MakeParameter,1,elapsed_s,0.853822739
A,control,f7_n1000_bound_physics,MakeParameter,2,instructions:u,4175227329
A,control,f7_n1000_bound_physics,MakeParameter,2,branches:u,1163117512
A,control,f7_n1000_bound_physics,MakeParameter,2,cycles:u,2809241339
A,control,f7_n1000_bound_physics,MakeParameter,2,branch-misses:u,245310
A,control,f7_n1000_bound_physics,MakeParameter,2,L1-icache-load-misses:u,30565
A,control,f7_n1000_bound_physics,MakeParameter,2,elapsed_s,0.849714619
A,control,f7_n1000_bound_physics,MakeParameter,3,instructions:u,3822147263
A,control,f7_n1000_bound_physics,MakeParameter,3,branches:u,1060610317
A,control,f7_n1000_bound_physics,MakeParameter,3,cycles:u,2559145737
A,control,f7_n1000_bound_physics,MakeParameter,3,branch-misses:u,239309
A,control,f7_n1000_bound_physics,MakeParameter,3,L1-icache-load-misses:u,30920
A,control,f7_n1000_bound_physics,MakeParameter,3,elapsed_s,0.77535539
A,control,f7_n1000_bound_physics,MakeParameter,4,instructions:u,4195315344
A,control,f7_n1000_bound_physics,MakeParameter,4,branches:u,1168949539
A,control,f7_n1000_bound_physics,MakeParameter,4,cycles:u,2823317049
A,control,f7_n1000_bound_physics,MakeParameter,4,branch-misses:u,235790
A,control,f7_n1000_bound_physics,MakeParameter,4,L1-icache-load-misses:u,30093
A,control,f7_n1000_bound_physics,MakeParameter,4,elapsed_s,0.853819029
A,control,f7_n1000_bound_physics,MakeParameter,5,instructions:u,4188976278
A,control,f7_n1000_bound_physics,MakeParameter,5,branches:u,1167109195
A,control,f7_n1000_bound_physics,MakeParameter,5,cycles:u,2818039160
A,control,f7_n1000_bound_physics,MakeParameter,5,branch-misses:u,240885
A,control,f7_n1000_bound_physics,MakeParameter,5,L1-icache-load-misses:u,31751
A,control,f7_n1000_bound_physics,MakeParameter,5,elapsed_s,0.852035198
A,control,f7_n1000_bound_physics,RelaxBounds,1,instructions:u,4754784109
A,control,f7_n1000_bound_physics,RelaxBounds,1,branches:u,1331376092
A,control,f7_n1000_bound_physics,RelaxBounds,1,cycles:u,3212837818
A,control,f7_n1000_bound_physics,RelaxBounds,1,branch-misses:u,236310
A,control,f7_n1000_bound_physics,RelaxBounds,1,L1-icache-load-misses:u,31204
A,control,f7_n1000_bound_physics,RelaxBounds,1,elapsed_s,0.969059459
A,control,f7_n1000_bound_physics,RelaxBounds,2,instructions:u,4733077228
A,control,f7_n1000_bound_physics,RelaxBounds,2,branches:u,1325074152
A,control,f7_n1000_bound_physics,RelaxBounds,2,cycles:u,3199005983
A,control,f7_n1000_bound_physics,RelaxBounds,2,branch-misses:u,242347
A,control,f7_n1000_bound_physics,RelaxBounds,2,L1-icache-load-misses:u,29726
A,control,f7_n1000_bound_physics,RelaxBounds,2,elapsed_s,0.969304519
A,control,f7_n1000_bound_physics,RelaxBounds,3,instructions:u,4751742894
A,control,f7_n1000_bound_physics,RelaxBounds,3,branches:u,1330493073
A,control,f7_n1000_bound_physics,RelaxBounds,3,cycles:u,3211648759
A,control,f7_n1000_bound_physics,RelaxBounds,3,branch-misses:u,238472
A,control,f7_n1000_bound_physics,RelaxBounds,3,L1-icache-load-misses:u,29278
A,control,f7_n1000_bound_physics,RelaxBounds,3,elapsed_s,0.96887533
A,control,f7_n1000_bound_physics,RelaxBounds,4,instructions:u,4753563682
A,control,f7_n1000_bound_physics,RelaxBounds,4,branches:u,1331021777
A,control,f7_n1000_bound_physics,RelaxBounds,4,cycles:u,3213277495
A,control,f7_n1000_bound_physics,RelaxBounds,4,branch-misses:u,236469
A,control,f7_n1000_bound_physics,RelaxBounds,4,L1-icache-load-misses:u,29715
A,control,f7_n1000_bound_physics,RelaxBounds,4,elapsed_s,0.969312391
A,control,f7_n1000_bound_physics,RelaxBounds,5,instructions:u,4748866089
A,control,f7_n1000_bound_physics,RelaxBounds,5,branches:u,1329657917
A,control,f7_n1000_bound_physics,RelaxBounds,5,cycles:u,3211310393
A,control,f7_n1000_bound_physics,RelaxBounds,5,branch-misses:u,240369
A,control,f7_n1000_bound_physics,RelaxBounds,5,L1-icache-load-misses:u,30861
A,control,f7_n1000_bound_physics,RelaxBounds,5,elapsed_s,0.968940793
A,control,f7_n20000_bound_neutral,MakeConstraint,1,instructions:u,14139735352
A,control,f7_n20000_bound_neutral,MakeConstraint,1,branches:u,2502556477
A,control,f7_n20000_bound_neutral,MakeConstraint,1,cycles:u,5927464687
A,control,f7_n20000_bound_neutral,MakeConstraint,1,branch-misses:u,3494878
A,control,f7_n20000_bound_neutral,MakeConstraint,1,L1-icache-load-misses:u,888190
A,control,f7_n20000_bound_neutral,MakeConstraint,1,elapsed_s,1.968568521
A,control,f7_n20000_bound_neutral,MakeConstraint,2,instructions:u,14143983989
A,control,f7_n20000_bound_neutral,MakeConstraint,2,branches:u,2503789954
A,control,f7_n20000_bound_neutral,MakeConstraint,2,cycles:u,5923082468
A,control,f7_n20000_bound_neutral,MakeConstraint,2,branch-misses:u,3433399
A,control,f7_n20000_bound_neutral,MakeConstraint,2,L1-icache-load-misses:u,884769
A,control,f7_n20000_bound_neutral,MakeConstraint,2,elapsed_s,1.967869375
A,control,f7_n20000_bound_neutral,MakeConstraint,3,instructions:u,14092676329
A,control,f7_n20000_bound_neutral,MakeConstraint,3,branches:u,2488894194
A,control,f7_n20000_bound_neutral,MakeConstraint,3,cycles:u,5895309046
A,control,f7_n20000_bound_neutral,MakeConstraint,3,branch-misses:u,3498455
A,control,f7_n20000_bound_neutral,MakeConstraint,3,L1-icache-load-misses:u,826786
A,control,f7_n20000_bound_neutral,MakeConstraint,3,elapsed_s,1.958808309
A,control,f7_n20000_bound_neutral,MakeConstraint,4,instructions:u,14139332573
A,control,f7_n20000_bound_neutral,MakeConstraint,4,branches:u,2502439575
A,control,f7_n20000_bound_neutral,MakeConstraint,4,cycles:u,5926101642
A,control,f7_n20000_bound_neutral,MakeConstraint,4,branch-misses:u,3487171
A,control,f7_n20000_bound_neutral,MakeConstraint,4,L1-icache-load-misses:u,857946
A,control,f7_n20000_bound_neutral,MakeConstraint,4,elapsed_s,1.967538384
A,control,f7_n20000_bound_neutral,MakeConstraint,5,instructions:u,14142065254
A,control,f7_n20000_bound_neutral,MakeConstraint,5,branches:u,2503232901
A,control,f7_n20000_bound_neutral,MakeConstraint,5,cycles:u,5922659366
A,control,f7_n20000_bound_neutral,MakeConstraint,5,branch-misses:u,3454387
A,control,f7_n20000_bound_neutral,MakeConstraint,5,L1-icache-load-misses:u,859988
A,control,f7_n20000_bound_neutral,MakeConstraint,5,elapsed_s,1.966588958
A,control,f7_n20000_bound_neutral,MakeParameter,1,instructions:u,12210931577
A,control,f7_n20000_bound_neutral,MakeParameter,1,branches:u,1942744147
A,control,f7_n20000_bound_neutral,MakeParameter,1,cycles:u,4569028764
A,control,f7_n20000_bound_neutral,MakeParameter,1,branch-misses:u,3493482
A,control,f7_n20000_bound_neutral,MakeParameter,1,L1-icache-load-misses:u,868949
A,control,f7_n20000_bound_neutral,MakeParameter,1,elapsed_s,1.565047239
A,control,f7_n20000_bound_neutral,MakeParameter,2,instructions:u,12213158671
A,control,f7_n20000_bound_neutral,MakeParameter,2,branches:u,1943390656
A,control,f7_n20000_bound_neutral,MakeParameter,2,cycles:u,4566472354
A,control,f7_n20000_bound_neutral,MakeParameter,2,branch-misses:u,3447055
A,control,f7_n20000_bound_neutral,MakeParameter,2,L1-icache-load-misses:u,890141
A,control,f7_n20000_bound_neutral,MakeParameter,2,elapsed_s,1.563686425
A,control,f7_n20000_bound_neutral,MakeParameter,3,instructions:u,12243060694
A,control,f7_n20000_bound_neutral,MakeParameter,3,branches:u,1952071897
A,control,f7_n20000_bound_neutral,MakeParameter,3,cycles:u,4592363012
A,control,f7_n20000_bound_neutral,MakeParameter,3,branch-misses:u,3511544
A,control,f7_n20000_bound_neutral,MakeParameter,3,L1-icache-load-misses:u,857994
A,control,f7_n20000_bound_neutral,MakeParameter,3,elapsed_s,1.57304958
A,control,f7_n20000_bound_neutral,MakeParameter,4,instructions:u,12196923090
A,control,f7_n20000_bound_neutral,MakeParameter,4,branches:u,1938676604
A,control,f7_n20000_bound_neutral,MakeParameter,4,cycles:u,4561593436
A,control,f7_n20000_bound_neutral,MakeParameter,4,branch-misses:u,3460296
A,control,f7_n20000_bound_neutral,MakeParameter,4,L1-icache-load-misses:u,878291
A,control,f7_n20000_bound_neutral,MakeParameter,4,elapsed_s,1.562697968
A,control,f7_n20000_bound_neutral,MakeParameter,5,instructions:u,12207865650
A,control,f7_n20000_bound_neutral,MakeParameter,5,branches:u,1941853981
A,control,f7_n20000_bound_neutral,MakeParameter,5,cycles:u,4571243093
A,control,f7_n20000_bound_neutral,MakeParameter,5,branch-misses:u,3458321
A,control,f7_n20000_bound_neutral,MakeParameter,5,L1-icache-load-misses:u,867596
A,control,f7_n20000_bound_neutral,MakeParameter,5,elapsed_s,1.564368989
A,control,f7_n20000_bound_neutral,RelaxBounds,1,instructions:u,14147660037
A,control,f7_n20000_bound_neutral,RelaxBounds,1,branches:u,2505020368
A,control,f7_n20000_bound_neutral,RelaxBounds,1,cycles:u,5926774550
A,control,f7_n20000_bound_neutral,RelaxBounds,1,branch-misses:u,3451472
A,control,f7_n20000_bound_neutral,RelaxBounds,1,L1-icache-load-misses:u,902874
A,control,f7_n20000_bound_neutral,RelaxBounds,1,elapsed_s,1.963283518
A,control,f7_n20000_bound_neutral,RelaxBounds,2,instructions:u,14142135650
A,control,f7_n20000_bound_neutral,RelaxBounds,2,branches:u,2503416505
A,control,f7_n20000_bound_neutral,RelaxBounds,2,cycles:u,5929987265
A,control,f7_n20000_bound_neutral,RelaxBounds,2,branch-misses:u,3471192
A,control,f7_n20000_bound_neutral,RelaxBounds,2,L1-icache-load-misses:u,835260
A,control,f7_n20000_bound_neutral,RelaxBounds,2,elapsed_s,1.968970989
A,control,f7_n20000_bound_neutral,RelaxBounds,3,instructions:u,14142636263
A,control,f7_n20000_bound_neutral,RelaxBounds,3,branches:u,2503561854
A,control,f7_n20000_bound_neutral,RelaxBounds,3,cycles:u,5926046702
A,control,f7_n20000_bound_neutral,RelaxBounds,3,branch-misses:u,3445514
A,control,f7_n20000_bound_neutral,RelaxBounds,3,L1-icache-load-misses:u,858225
A,control,f7_n20000_bound_neutral,RelaxBounds,3,elapsed_s,1.968040394
A,control,f7_n20000_bound_neutral,RelaxBounds,4,instructions:u,14141407297
A,control,f7_n20000_bound_neutral,RelaxBounds,4,branches:u,2503205020
A,control,f7_n20000_bound_neutral,RelaxBounds,4,cycles:u,5925589637
A,control,f7_n20000_bound_neutral,RelaxBounds,4,branch-misses:u,3461007
A,control,f7_n20000_bound_neutral,RelaxBounds,4,L1-icache-load-misses:u,884131
A,control,f7_n20000_bound_neutral,RelaxBounds,4,elapsed_s,1.967859582
A,control,f7_n20000_bound_neutral,RelaxBounds,5,instructions:u,14150865976
A,control,f7_n20000_bound_neutral,RelaxBounds,5,branches:u,2505951237
A,control,f7_n20000_bound_neutral,RelaxBounds,5,cycles:u,5929356315
A,control,f7_n20000_bound_neutral,RelaxBounds,5,branch-misses:u,3492297
A,control,f7_n20000_bound_neutral,RelaxBounds,5,L1-icache-load-misses:u,852135
A,control,f7_n20000_bound_neutral,RelaxBounds,5,elapsed_s,1.968567958
A,control,f7_n5000_bound_physics,MakeConstraint,1,instructions:u,5322114120
A,control,f7_n5000_bound_physics,MakeConstraint,1,branches:u,1291101043
A,control,f7_n5000_bound_physics,MakeConstraint,1,cycles:u,3077790870
A,control,f7_n5000_bound_physics,MakeConstraint,1,branch-misses:u,798045
A,control,f7_n5000_bound_physics,MakeConstraint,1,L1-icache-load-misses:u,141369
A,control,f7_n5000_bound_physics,MakeConstraint,1,elapsed_s,0.96709125
A,control,f7_n5000_bound_physics,MakeConstraint,2,instructions:u,5315969216
A,control,f7_n5000_bound_physics,MakeConstraint,2,branches:u,1289316957
A,control,f7_n5000_bound_physics,MakeConstraint,2,cycles:u,3074066482
A,control,f7_n5000_bound_physics,MakeConstraint,2,branch-misses:u,791995
A,control,f7_n5000_bound_physics,MakeConstraint,2,L1-icache-load-misses:u,136019
A,control,f7_n5000_bound_physics,MakeConstraint,2,elapsed_s,0.966182424
A,control,f7_n5000_bound_physics,MakeConstraint,3,instructions:u,5322671565
A,control,f7_n5000_bound_physics,MakeConstraint,3,branches:u,1291262798
A,control,f7_n5000_bound_physics,MakeConstraint,3,cycles:u,3077829807
A,control,f7_n5000_bound_physics,MakeConstraint,3,branch-misses:u,796705
A,control,f7_n5000_bound_physics,MakeConstraint,3,L1-icache-load-misses:u,143832
A,control,f7_n5000_bound_physics,MakeConstraint,3,elapsed_s,0.967115369
A,control,f7_n5000_bound_physics,MakeConstraint,4,instructions:u,5316757667
A,control,f7_n5000_bound_physics,MakeConstraint,4,branches:u,1289545856
A,control,f7_n5000_bound_physics,MakeConstraint,4,cycles:u,3077642310
A,control,f7_n5000_bound_physics,MakeConstraint,4,branch-misses:u,792947
A,control,f7_n5000_bound_physics,MakeConstraint,4,L1-icache-load-misses:u,145856
A,control,f7_n5000_bound_physics,MakeConstraint,4,elapsed_s,0.96759167
A,control,f7_n5000_bound_physics,MakeConstraint,5,instructions:u,5323675742
A,control,f7_n5000_bound_physics,MakeConstraint,5,branches:u,1291554335
A,control,f7_n5000_bound_physics,MakeConstraint,5,cycles:u,3075949684
A,control,f7_n5000_bound_physics,MakeConstraint,5,branch-misses:u,798114
A,control,f7_n5000_bound_physics,MakeConstraint,5,L1-icache-load-misses:u,142402
A,control,f7_n5000_bound_physics,MakeConstraint,5,elapsed_s,0.967222702
A,control,f7_n5000_bound_physics,MakeParameter,1,instructions:u,5976501328
A,control,f7_n5000_bound_physics,MakeParameter,1,branches:u,1481084471
A,control,f7_n5000_bound_physics,MakeParameter,1,cycles:u,3542228748
A,control,f7_n5000_bound_physics,MakeParameter,1,branch-misses:u,807351
A,control,f7_n5000_bound_physics,MakeParameter,1,L1-icache-load-misses:u,143397
A,control,f7_n5000_bound_physics,MakeParameter,1,elapsed_s,1.102567672
A,control,f7_n5000_bound_physics,MakeParameter,2,instructions:u,6005707361
A,control,f7_n5000_bound_physics,MakeParameter,2,branches:u,1489563692
A,control,f7_n5000_bound_physics,MakeParameter,2,cycles:u,3564983517
A,control,f7_n5000_bound_physics,MakeParameter,2,branch-misses:u,793092
A,control,f7_n5000_bound_physics,MakeParameter,2,L1-icache-load-misses:u,132446
A,control,f7_n5000_bound_physics,MakeParameter,2,elapsed_s,1.109634468
A,control,f7_n5000_bound_physics,MakeParameter,3,instructions:u,6041864314
A,control,f7_n5000_bound_physics,MakeParameter,3,branches:u,1500060785
A,control,f7_n5000_bound_physics,MakeParameter,3,cycles:u,3584621558
A,control,f7_n5000_bound_physics,MakeParameter,3,branch-misses:u,799262
A,control,f7_n5000_bound_physics,MakeParameter,3,L1-icache-load-misses:u,137010
A,control,f7_n5000_bound_physics,MakeParameter,3,elapsed_s,1.119083802
A,control,f7_n5000_bound_physics,MakeParameter,4,instructions:u,6036652257
A,control,f7_n5000_bound_physics,MakeParameter,4,branches:u,1498547594
A,control,f7_n5000_bound_physics,MakeParameter,4,cycles:u,3581937438
A,control,f7_n5000_bound_physics,MakeParameter,4,branch-misses:u,800864
A,control,f7_n5000_bound_physics,MakeParameter,4,L1-icache-load-misses:u,141374
A,control,f7_n5000_bound_physics,MakeParameter,4,elapsed_s,1.117873354
A,control,f7_n5000_bound_physics,MakeParameter,5,instructions:u,6039669106
A,control,f7_n5000_bound_physics,MakeParameter,5,branches:u,1499423454
A,control,f7_n5000_bound_physics,MakeParameter,5,cycles:u,3583456556
A,control,f7_n5000_bound_physics,MakeParameter,5,branch-misses:u,799751
A,control,f7_n5000_bound_physics,MakeParameter,5,L1-icache-load-misses:u,141572
A,control,f7_n5000_bound_physics,MakeParameter,5,elapsed_s,1.11870193
A,control,f7_n5000_bound_physics,RelaxBounds,1,instructions:u,5326256709
A,control,f7_n5000_bound_physics,RelaxBounds,1,branches:u,1292303639
A,control,f7_n5000_bound_physics,RelaxBounds,1,cycles:u,3081231634
A,control,f7_n5000_bound_physics,RelaxBounds,1,branch-misses:u,795075
A,control,f7_n5000_bound_physics,RelaxBounds,1,L1-icache-load-misses:u,144994
A,control,f7_n5000_bound_physics,RelaxBounds,1,elapsed_s,0.967947715
A,control,f7_n5000_bound_physics,RelaxBounds,2,instructions:u,5324490345
A,control,f7_n5000_bound_physics,RelaxBounds,2,branches:u,1291790834
A,control,f7_n5000_bound_physics,RelaxBounds,2,cycles:u,3079009992
A,control,f7_n5000_bound_physics,RelaxBounds,2,branch-misses:u,787228
A,control,f7_n5000_bound_physics,RelaxBounds,2,L1-icache-load-misses:u,141975
A,control,f7_n5000_bound_physics,RelaxBounds,2,elapsed_s,0.967381858
A,control,f7_n5000_bound_physics,RelaxBounds,3,instructions:u,5325961124
A,control,f7_n5000_bound_physics,RelaxBounds,3,branches:u,1292217839
A,control,f7_n5000_bound_physics,RelaxBounds,3,cycles:u,3081871826
A,control,f7_n5000_bound_physics,RelaxBounds,3,branch-misses:u,792119
A,control,f7_n5000_bound_physics,RelaxBounds,3,L1-icache-load-misses:u,142839
A,control,f7_n5000_bound_physics,RelaxBounds,3,elapsed_s,0.968161254
A,control,f7_n5000_bound_physics,RelaxBounds,4,instructions:u,5284750191
A,control,f7_n5000_bound_physics,RelaxBounds,4,branches:u,1280253361
A,control,f7_n5000_bound_physics,RelaxBounds,4,cycles:u,3054733818
A,control,f7_n5000_bound_physics,RelaxBounds,4,branch-misses:u,793261
A,control,f7_n5000_bound_physics,RelaxBounds,4,L1-icache-load-misses:u,145455
A,control,f7_n5000_bound_physics,RelaxBounds,4,elapsed_s,0.957698178
A,control,f7_n5000_bound_physics,RelaxBounds,5,instructions:u,5289571791
A,control,f7_n5000_bound_physics,RelaxBounds,5,branches:u,1281653191
A,control,f7_n5000_bound_physics,RelaxBounds,5,cycles:u,3057561913
A,control,f7_n5000_bound_physics,RelaxBounds,5,branch-misses:u,803774
A,control,f7_n5000_bound_physics,RelaxBounds,5,L1-icache-load-misses:u,148219
A,control,f7_n5000_bound_physics,RelaxBounds,5,elapsed_s,0.959040181
B,510a4bb,f7_n10000_bound_neutral,MakeConstraint,1,instructions:u,7036216051
B,510a4bb,f7_n10000_bound_neutral,MakeConstraint,1,cycles:u,2905702746
B,510a4bb,f7_n10000_bound_neutral,MakeConstraint,1,de_dis_uop_queue_empty_di0:u,286214754
B,510a4bb,f7_n10000_bound_neutral,MakeConstraint,1,op_cache_hit_miss.op_cache_miss:u,92974124
B,510a4bb,f7_n10000_bound_neutral,MakeConstraint,1,op_cache_hit_miss.op_cache_hit:u,1181452979
B,510a4bb,f7_n10000_bound_neutral,MakeConstraint,1,ic_fetch_stall.ic_stall_any:u,1372057320
B,510a4bb,f7_n10000_bound_neutral,MakeConstraint,1,elapsed_s,0.965294361
B,510a4bb,f7_n10000_bound_neutral,MakeConstraint,2,instructions:u,7032514350
