# hven M6 W4 T5 -- v0 trace evidence. PROVENANCE (CLAUDE.md section 7).
# produced-by: docs/notes/data/2026-09-m6-w4-acceptance/probes/trace-exemplar-probe.cpp
# invocation: MKL_NUM_THREADS=1 OMP_NUM_THREADS=1 taskset -c 2 <probe> \
#             docs/notes/data/2026-09-m6-w4-acceptance <this header>
# binary-sha256-16: a08e926c6339edc1
# code-head: 1df1ae8  (branch m6; window BASE fb46802). The probe is committed in
#            the DOCS commit that carries this file, so it cannot name its own
#            commit; the code head is what the numbers depend on. See PROVENANCE.txt.
# toolchain: clang 22.1.8 (Fedora 22.1.8-4.fc44); Release flags, uniform regime (CLAUDE.md section 7)
# backend: Intel oneAPI MKL 2026.1; MKL_NUM_THREADS=1 OMP_NUM_THREADS=1
# machine: AMD Ryzen 7 5800X3D, Fedora 44, kernel 7.1.9-200.fc44; pinned taskset -c 2, run SOLO
# date-utc: 2026-09-05T06:27:47Z
# APPLE / ACCELERATE: UNOBSERVED. Every value below is MKL-on-Linux and none is inferred.
# The '#' lines are this header only; strip them and the remainder is the artifact
# (JSON lines, or a CSV with its own header row).
cell,mode,major,qp_solved,tr_binding,verdict,active_set_delta,weak_active_rows,near_active_rows,active_rows,active_lower_sides,active_upper_sides
hs33,ssn,3,1,0,0,0,0,0,1,1,0
hs33,ssn,4,0,0,2,0,0,0,0,0,0
hs33,ipm,0,1,0,0,2,0,0,1,1,0
hs33,ipm,1,1,1,1,1,0,0,1,0,0
hs33,ipm,2,1,1,0,2,0,0,2,1,0
hs33,ipm,3,1,0,1,0,0,0,2,1,0
hs33,ipm,4,1,0,1,0,0,0,2,1,0
hs33,ipm,5,1,0,1,0,0,0,2,1,0
hs33,ipm,6,1,0,1,0,0,0,2,1,0
hs33,ipm,7,0,0,2,0,0,0,0,0,0
hs35,walk,0,1,0,0,1,0,0,1,0,0
hs35,walk,1,0,0,2,0,0,0,0,0,0
hs35,ssn,0,1,0,0,1,0,0,1,0,0
hs35,ssn,1,0,0,2,0,0,0,0,0,0
hs35,ipm,0,1,0,0,1,0,0,1,0,0
hs35,ipm,1,0,0,2,0,0,0,0,0,0
hs38,walk,0,1,1,0,0,0,0,0,0,0
hs38,walk,1,1,1,0,0,0,0,0,0,0
hs38,walk,2,1,0,0,0,0,0,0,0,0
hs38,walk,3,1,0,0,0,0,0,0,0,0
hs38,walk,4,1,0,0,0,0,0,0,0,0
hs38,walk,5,1,0,0,0,0,0,0,0,0
hs38,walk,6,1,0,0,0,0,0,0,0,0
hs38,walk,7,1,1,2,0,0,0,0,0,0
hs38,walk,8,1,1,2,0,0,0,0,0,0
hs38,walk,9,1,1,2,0,0,0,0,0,0
hs38,walk,10,1,1,2,0,0,0,0,0,0
hs38,walk,11,1,1,1,0,0,0,0,0,0
hs38,walk,12,1,0,0,0,0,0,0,0,0
hs38,walk,13,1,1,2,0,0,0,0,0,0
hs38,walk,14,1,1,0,0,0,0,0,0,0
hs38,walk,15,1,1,0,0,0,0,0,0,0
hs38,walk,16,1,1,2,0,0,0,0,0,0
hs38,walk,17,1,1,0,0,0,0,0,0,0
hs38,walk,18,1,1,2,0,0,0,0,0,0
hs38,walk,19,1,1,0,0,0,0,0,0,0
hs38,walk,20,1,1,2,0,0,0,0,0,0
hs38,walk,21,1,1,0,0,0,0,0,0,0
hs38,walk,22,1,0,2,0,0,0,0,0,0
hs38,walk,23,1,1,0,0,0,0,0,0,0
hs38,walk,24,1,1,0,0,0,0,0,0,0
hs38,walk,25,1,0,0,0,0,0,0,0,0
hs38,walk,26,1,1,0,0,0,0,0,0,0
hs38,walk,27,1,0,0,0,0,0,0,0,0
hs38,walk,28,1,1,0,0,0,0,0,0,0
hs38,walk,29,1,1,0,0,0,0,0,0,0
hs38,walk,30,1,1,0,0,0,0,0,0,0
hs38,walk,31,1,0,0,0,0,0,0,0,0
hs38,walk,32,1,1,2,0,0,0,0,0,0
hs38,walk,33,1,1,0,0,0,0,0,0,0
hs38,walk,34,1,0,0,0,0,0,0,0,0
hs38,walk,35,1,0,0,0,0,0,0,0,0
hs38,walk,36,1,0,0,0,0,0,0,0,0
hs38,walk,37,1,0,0,0,0,0,0,0,0
hs38,walk,38,1,1,2,0,0,0,0,0,0
hs38,walk,39,1,1,0,0,0,0,0,0,0
hs38,walk,40,1,0,0,0,0,0,0,0,0
hs38,walk,41,1,1,0,0,0,0,0,0,0
hs38,walk,42,1,0,0,0,0,0,0,0,0
hs38,walk,43,1,1,0,0,0,0,0,0,0
hs38,walk,44,1,0,0,0,0,0,0,0,0
hs38,walk,45,1,0,0,0,0,0,0,0,0
hs38,walk,46,1,0,0,0,0,0,0,0,0
hs38,walk,47,1,0,0,0,0,0,0,0,0
hs38,walk,48,1,0,0,0,0,0,0,0,0
hs38,walk,49,0,0,2,0,0,0,0,0,0
hs38,ssn,0,1,1,0,0,0,0,0,0,0
hs38,ssn,1,1,1,0,0,0,0,0,0,0
hs38,ssn,2,1,0,0,0,0,0,0,0,0
hs38,ssn,3,1,0,0,0,0,0,0,0,0
hs38,ssn,4,1,0,0,0,0,0,0,0,0
hs38,ssn,5,1,0,0,0,0,0,0,0,0
hs38,ssn,6,1,0,0,0,0,0,0,0,0
hs38,ssn,7,1,1,2,0,0,0,0,0,0
hs38,ssn,8,1,1,2,0,0,0,0,0,0
hs38,ssn,9,1,1,2,0,0,0,0,0,0
hs38,ssn,10,1,1,2,0,0,0,0,0,0
hs38,ssn,11,1,1,1,0,0,0,0,0,0
hs38,ssn,12,1,0,0,0,0,0,0,0,0
hs38,ssn,13,1,1,2,0,0,0,0,0,0
hs38,ssn,14,1,1,0,0,0,0,0,0,0
hs38,ssn,15,1,1,0,0,0,0,0,0,0
hs38,ssn,16,1,1,2,0,0,0,0,0,0
hs38,ssn,17,1,1,0,0,0,0,0,0,0
hs38,ssn,18,1,1,2,0,0,0,0,0,0
hs38,ssn,19,1,1,0,0,0,0,0,0,0
hs38,ssn,20,1,1,2,0,0,0,0,0,0
hs38,ssn,21,1,1,0,0,0,0,0,0,0
hs38,ssn,22,1,0,2,0,0,0,0,0,0
hs38,ssn,23,1,1,0,0,0,0,0,0,0
hs38,ssn,24,1,1,0,0,0,0,0,0,0
hs38,ssn,25,1,0,0,0,0,0,0,0,0
hs38,ssn,26,1,1,0,0,0,0,0,0,0
hs38,ssn,27,1,0,0,0,0,0,0,0,0
hs38,ssn,28,1,1,0,0,0,0,0,0,0
hs38,ssn,29,1,1,0,0,0,0,0,0,0
hs38,ssn,30,1,1,0,0,0,0,0,0,0
hs38,ssn,31,1,0,0,0,0,0,0,0,0
hs38,ssn,32,1,1,2,0,0,0,0,0,0
hs38,ssn,33,1,1,0,0,0,0,0,0,0
hs38,ssn,34,1,0,0,0,0,0,0,0,0
hs38,ssn,35,1,0,0,0,0,0,0,0,0
hs38,ssn,36,1,0,0,0,0,0,0,0,0
hs38,ssn,37,1,0,0,0,0,0,0,0,0
hs38,ssn,38,1,1,2,0,0,0,0,0,0
hs38,ssn,39,1,1,0,0,0,0,0,0,0
hs38,ssn,40,1,0,0,0,0,0,0,0,0
hs38,ssn,41,1,1,0,0,0,0,0,0,0
hs38,ssn,42,1,0,0,0,0,0,0,0,0
hs38,ssn,43,1,1,0,0,0,0,0,0,0
hs38,ssn,44,1,0,0,0,0,0,0,0,0
hs38,ssn,45,1,0,0,0,0,0,0,0,0
hs38,ssn,46,1,0,0,0,0,0,0,0,0
hs38,ssn,47,1,0,0,0,0,0,0,0,0
hs38,ssn,48,1,0,0,0,0,0,0,0,0
hs38,ssn,49,0,0,2,0,0,0,0,0,0
hs38,ipm,0,1,1,0,0,0,0,0,0,0
hs38,ipm,1,1,1,0,0,0,0,0,0,0
hs38,ipm,2,1,0,0,0,0,0,0,0,0
hs38,ipm,3,1,0,0,0,0,0,0,0,0
hs38,ipm,4,1,0,0,0,0,0,0,0,0
hs38,ipm,5,1,0,0,0,0,0,0,0,0
hs38,ipm,6,1,0,0,0,0,0,0,0,0
hs38,ipm,7,1,1,2,0,0,0,0,0,0
hs38,ipm,8,1,1,2,0,0,0,0,0,0
hs38,ipm,9,1,1,2,0,0,0,0,0,0
hs38,ipm,10,1,1,2,0,0,0,0,0,0
hs38,ipm,11,1,1,2,0,0,0,0,0,0
hs38,ipm,12,1,1,0,0,0,0,0,0,0
hs38,ipm,13,1,1,0,0,0,0,0,0,0
hs38,ipm,14,1,0,2,0,0,0,0,0,0
hs38,ipm,15,1,1,0,0,0,0,0,0,0
hs38,ipm,16,1,1,2,0,0,0,0,0,0
hs38,ipm,17,1,1,0,0,0,0,0,0,0
hs38,ipm,18,1,1,2,0,0,0,0,0,0
hs38,ipm,19,1,1,0,0,0,0,0,0,0
hs38,ipm,20,1,1,2,0,0,0,0,0,0
hs38,ipm,21,1,1,0,0,0,0,0,0,0
hs38,ipm,22,1,1,2,0,0,0,0,0,0
hs38,ipm,23,1,1,0,0,0,0,0,0,0
hs38,ipm,24,1,1,0,0,0,0,0,0,0
hs38,ipm,25,1,0,0,0,0,0,0,0,0
hs38,ipm,26,1,1,0,0,0,0,0,0,0
hs38,ipm,27,1,0,0,0,0,0,0,0,0
hs38,ipm,28,1,1,0,0,0,0,0,0,0
hs38,ipm,29,1,0,0,0,0,0,0,0,0
hs38,ipm,30,1,1,0,0,0,0,0,0,0
hs38,ipm,31,1,0,0,0,0,0,0,0,0
hs38,ipm,32,1,1,2,0,0,0,0,0,0
hs38,ipm,33,1,1,0,0,0,0,0,0,0
hs38,ipm,34,1,0,0,0,0,0,0,0,0
hs38,ipm,35,1,0,0,0,0,0,0,0,0
hs38,ipm,36,1,0,0,0,0,0,0,0,0
hs38,ipm,37,1,0,0,0,0,0,0,0,0
hs38,ipm,38,1,0,0,0,0,0,0,0,0
hs38,ipm,39,1,0,2,0,0,0,0,0,0
hs38,ipm,40,1,1,0,0,0,0,0,0,0
hs38,ipm,41,1,0,0,0,0,0,0,0,0
hs38,ipm,42,1,1,0,0,0,0,0,0,0
hs38,ipm,43,1,0,0,0,0,0,0,0,0
hs38,ipm,44,1,0,0,0,0,0,0,0,0
hs38,ipm,45,1,0,0,0,0,0,0,0,0
hs38,ipm,46,1,0,0,0,0,0,0,0,0
hs38,ipm,47,1,0,0,0,0,0,0,0,0
hs38,ipm,48,1,0,0,0,0,0,0,0,0
hs38,ipm,49,0,0,2,0,0,0,0,0,0
hs39,walk,0,1,1,1,0,0,0,0,0,0
hs39,walk,1,1,1,1,0,0,0,0,0,0
hs39,walk,2,1,0,1,0,0,0,0,0,0
hs39,walk,3,1,0,1,0,0,0,0,0,0
hs39,walk,4,1,1,1,0,0,0,0,0,0
hs39,walk,5,1,0,1,0,0,0,0,0,0
hs39,walk,6,1,0,1,0,0,0,0,0,0
hs39,walk,7,1,0,1,0,0,0,0,0,0
hs39,walk,8,1,0,1,0,0,0,0,0,0
hs39,walk,9,0,0,2,0,0,0,0,0,0
hs39,ssn,0,1,1,1,0,0,0,0,0,0
hs39,ssn,1,1,1,1,0,0,0,0,0,0
hs39,ssn,2,1,0,1,0,0,0,0,0,0
hs39,ssn,3,1,0,1,0,0,0,0,0,0
hs39,ssn,4,1,1,1,0,0,0,0,0,0
hs39,ssn,5,1,0,1,0,0,0,0,0,0
hs39,ssn,6,1,0,1,0,0,0,0,0,0
hs39,ssn,7,1,0,1,0,0,0,0,0,0
hs39,ssn,8,1,0,1,0,0,0,0,0,0
hs39,ssn,9,0,0,2,0,0,0,0,0,0
hs39,ipm,0,1,1,1,0,0,0,0,0,0
hs39,ipm,1,1,1,1,0,0,0,0,0,0
hs39,ipm,2,1,0,1,0,0,0,0,0,0
hs39,ipm,3,1,0,1,0,0,0,0,0,0
hs39,ipm,4,1,1,1,0,0,0,0,0,0
hs39,ipm,5,1,0,1,0,0,0,0,0,0
hs39,ipm,6,1,0,1,0,0,0,0,0,0
hs39,ipm,7,1,0,1,0,0,0,0,0,0
hs39,ipm,8,1,0,1,0,0,0,0,0,0
hs39,ipm,9,0,0,2,0,0,0,0,0,0
hs40,walk,0,1,0,1,0,0,0,0,0,0
hs40,walk,1,1,0,1,0,0,0,0,0,0
hs40,walk,2,1,0,1,0,0,0,0,0,0
hs40,walk,3,1,0,1,0,0,0,0,0,0
hs40,walk,4,0,0,2,0,0,0,0,0,0
hs40,ssn,0,1,0,1,0,0,0,0,0,0
hs40,ssn,1,1,0,1,0,0,0,0,0,0
hs40,ssn,2,1,0,1,0,0,0,0,0,0
hs40,ssn,3,1,0,1,0,0,0,0,0,0
hs40,ssn,4,0,0,2,0,0,0,0,0,0
hs40,ipm,0,1,0,1,0,0,0,0,0,0
hs40,ipm,1,1,0,1,0,0,0,0,0,0
hs40,ipm,2,1,0,1,0,0,0,0,0,0
hs40,ipm,3,1,0,1,0,0,0,0,0,0
hs40,ipm,4,0,0,2,0,0,0,0,0,0
hs43,walk,0,1,1,0,0,0,0,0,0,0
hs43,walk,1,1,1,0,1,0,0,1,0,0
hs43,walk,2,1,0,1,1,0,0,2,0,0
hs43,walk,3,1,0,1,0,0,0,2,0,0
hs43,walk,4,1,0,1,0,0,0,2,0,0
hs43,walk,5,1,0,1,0,0,0,2,0,0
hs43,walk,6,1,0,1,0,0,0,2,0,0
hs43,walk,7,0,0,2,0,0,0,0,0,0
hs43,ssn,0,1,1,0,0,0,0,0,0,0
hs43,ssn,1,1,1,0,1,0,0,1,0,0
hs43,ssn,2,1,0,1,1,0,0,2,0,0
hs43,ssn,3,1,0,1,0,0,0,2,0,0
hs43,ssn,4,1,0,1,0,0,0,2,0,0
hs43,ssn,5,1,0,1,0,0,0,2,0,0
hs43,ssn,6,1,0,1,0,0,0,2,0,0
hs43,ssn,7,0,0,2,0,0,0,0,0,0
hs43,ipm,0,1,1,0,0,0,0,0,0,0
hs43,ipm,1,1,1,0,1,0,0,1,0,0
hs43,ipm,2,1,0,1,1,0,0,2,0,0
hs43,ipm,3,1,0,1,0,0,0,2,0,0
hs43,ipm,4,1,0,1,0,0,0,2,0,0
hs43,ipm,5,1,0,1,0,0,0,2,0,0
hs43,ipm,6,1,0,1,0,0,0,2,0,0
hs43,ipm,7,0,0,2,0,0,0,0,0,0
hs45,walk,0,1,1,0,3,0,0,0,0,3
hs45,walk,1,1,1,0,1,0,0,0,0,4
hs45,walk,2,1,0,0,1,0,0,0,0,5
hs45,walk,3,0,0,2,0,0,0,0,0,0
hs45,ssn,0,1,1,0,3,0,0,0,0,3
hs45,ssn,1,1,1,0,1,0,0,0,0,4
hs45,ssn,2,1,0,0,1,0,0,0,0,5
hs45,ssn,3,0,0,2,0,0,0,0,0,0
hs45,ipm,0,1,1,0,3,0,0,0,0,3
hs45,ipm,1,1,1,0,1,0,0,0,0,4
hs45,ipm,2,1,0,0,1,0,0,0,0,5
hs45,ipm,3,0,0,2,0,0,0,0,0,0
hs76,walk,0,1,1,0,1,0,0,1,0,0
hs76,walk,1,1,0,0,3,0,0,1,1,0
hs76,walk,2,0,0,2,0,0,0,0,0,0
hs76,ssn,0,1,1,0,2,0,0,1,1,0
hs76,ssn,1,1,0,0,2,0,0,1,1,0
hs76,ssn,2,0,0,2,0,0,0,0,0,0
hs76,ipm,0,1,1,0,2,0,0,1,1,0
hs76,ipm,1,1,0,0,2,0,0,1,1,0
hs76,ipm,2,0,0,2,0,0,0,0,0,0
hs77,walk,0,1,0,1,0,0,0,0,0,0
hs77,walk,1,1,0,1,0,0,0,0,0,0
hs77,walk,2,1,0,1,0,0,0,0,0,0
hs77,walk,3,1,0,1,0,0,0,0,0,0
hs77,walk,4,1,0,0,0,0,0,0,0,0
hs77,walk,5,1,0,2,0,0,0,0,0,0
hs77,walk,6,1,0,2,0,0,0,0,0,0
hs77,walk,7,1,1,0,0,0,0,0,0,0
hs77,walk,8,1,0,1,0,0,0,0,0,0
hs77,walk,9,1,0,0,0,0,0,0,0,0
hs77,walk,10,1,0,1,0,0,0,0,0,0
hs77,walk,11,1,0,1,0,0,0,0,0,0
hs77,walk,12,0,0,2,0,0,0,0,0,0
hs77,ssn,0,1,0,1,0,0,0,0,0,0
hs77,ssn,1,1,0,1,0,0,0,0,0,0
hs77,ssn,2,1,0,1,0,0,0,0,0,0
hs77,ssn,3,1,0,1,0,0,0,0,0,0
hs77,ssn,4,1,0,0,0,0,0,0,0,0
hs77,ssn,5,1,0,2,0,0,0,0,0,0
hs77,ssn,6,1,0,2,0,0,0,0,0,0
hs77,ssn,7,1,1,0,0,0,0,0,0,0
hs77,ssn,8,1,0,1,0,0,0,0,0,0
hs77,ssn,9,1,0,0,0,0,0,0,0,0
hs77,ssn,10,1,0,1,0,0,0,0,0,0
hs77,ssn,11,1,0,1,0,0,0,0,0,0
hs77,ssn,12,0,0,2,0,0,0,0,0,0
hs77,ipm,0,1,0,1,0,0,0,0,0,0
hs77,ipm,1,1,0,1,0,0,0,0,0,0
hs77,ipm,2,1,0,1,0,0,0,0,0,0
hs77,ipm,3,1,0,1,0,0,0,0,0,0
hs77,ipm,4,1,0,0,0,0,0,0,0,0
hs77,ipm,5,1,0,2,0,0,0,0,0,0
hs77,ipm,6,1,0,2,0,0,0,0,0,0
hs77,ipm,7,1,1,0,0,0,0,0,0,0
hs77,ipm,8,1,0,1,0,0,0,0,0,0
hs77,ipm,9,1,0,0,0,0,0,0,0,0
hs77,ipm,10,1,0,1,0,0,0,0,0,0
hs77,ipm,11,1,0,1,0,0,0,0,0,0
hs77,ipm,12,0,0,2,0,0,0,0,0,0
hs79,walk,0,1,0,1,0,0,0,0,0,0
hs79,walk,1,1,0,1,0,0,0,0,0,0
hs79,walk,2,1,0,1,0,0,0,0,0,0
hs79,walk,3,1,0,0,0,0,0,0,0,0
hs79,walk,4,0,0,2,0,0,0,0,0,0
hs79,ssn,0,1,0,1,0,0,0,0,0,0
hs79,ssn,1,1,0,1,0,0,0,0,0,0
hs79,ssn,2,1,0,1,0,0,0,0,0,0
hs79,ssn,3,1,0,0,0,0,0,0,0,0
hs79,ssn,4,0,0,2,0,0,0,0,0,0
hs79,ipm,0,1,0,1,0,0,0,0,0,0
hs79,ipm,1,1,0,1,0,0,0,0,0,0
hs79,ipm,2,1,0,1,0,0,0,0,0,0
hs79,ipm,3,1,0,0,0,0,0,0,0,0
hs79,ipm,4,0,0,2,0,0,0,0,0,0
